ArrivalDelay;AirTime;DepartureDelay;Distance;TaxiIn;TaxiOut;MidOfWeekFlag
-20;81;-12;302;27;12;1
81;62;43;412;34;67;1
3;97;-7;302;21;13;1
-4;71;2;292;61;17;1
25;66;-1;398;46;40;0
97;71;75;396;33;40;0
5;86;1;296;33;18;0
-13;79;-7;292;59;11;0
-6;55;-9;217;17;13;0
-8;48;1;203;46;10;0
43;83;29;292;38;34;0
14;47;-2;223;49;34;0
35;90;39;294;16;13;0
-1;67;0;416;35;18;0
10;81;0;290;34;27;0
-10;84;-7;296;43;9;0
-14;47;-8;215;13;9;0
1;52;7;215;34;9;0
5;81;0;310;42;26;0
9;51;10;235;25;14;0
-3;83;-6;296;62;25;0
20;72;16;410;44;19;0
7;91;-3;328;21;18;0
-16;83;-13;290;36;9;0
-11;44;-8;215;58;15;0
-13;46;-1;221;28;8;0
6;85;11;282;47;9;0
-14;47;-5;215;33;8;0
6;87;-1;278;77;24;0
-5;75;-8;416;20;15;0
-9;85;-9;292;44;11;0
-6;81;-5;302;54;14;0
-13;48;-9;219;30;11;0
-9;47;-5;215;19;14;0
-6;86;-6;308;40;11;0
-3;53;-4;221;23;11;0
-13;86;-9;288;30;13;0
6;75;1;404;38;18;0
-12;84;-9;310;29;9;0
-22;70;-9;288;31;10;0
-11;45;-3;217;23;10;0
-15;48;-5;209;40;8;0
5;89;-13;300;38;29;0
-9;49;-10;241;46;16;0
7;86;-4;298;33;29;0
13;47;22;219;31;11;1
-9;71;-3;300;53;19;1
7;51;8;209;51;12;1
-31;66;-9;292;41;7;1
3;69;-1;410;64;22;1
-11;74;-4;304;67;13;1
-9;71;-2;308;13;15;1
-14;45;-7;215;36;9;1
-13;46;-5;225;29;9;1
7;70;5;286;41;29;1
3;52;-4;223;57;19;1
-16;77;-8;292;36;14;1
-1;75;-2;404;40;12;0
-14;83;-9;304;52;7;0
-13;45;-5;207;35;9;0
-3;45;-4;229;32;24;0
47;84;44;314;62;19;0
-9;45;-6;217;26;14;0
21;69;41;286;15;10;0
4;68;1;404;41;22;0
3;82;-1;298;40;16;0
-4;82;-2;286;71;11;0
-9;49;-9;207;19;15;0
-8;49;-6;225;48;16;0
26;81;25;280;59;21;0
-2;48;0;229;28;13;0
14;84;22;298;24;11;0
-3;74;-6;398;75;17;0
-7;87;-3;298;48;7;0
83;54;94;219;28;9;0
4;59;2;219;38;12;0
33;100;-6;292;58;49;0
1;56;-1;211;27;13;0
54;102;41;292;21;20;0
-11;74;-2;286;46;15;0
8;69;17;290;20;16;0
-15;46;-8;223;70;12;0
3;56;-2;229;26;14;0
5;77;9;308;32;19;0
3;58;0;203;25;13;0
15;68;23;324;20;26;0
16;76;-2;436;60;25;0
-17;78;-9;308;22;10;0
-9;64;3;298;28;17;0
-14;44;-12;229;53;19;0
-9;49;-6;219;23;13;0
6;78;13;268;26;16;0
13;49;-1;217;37;32;0
16;68;16;304;24;33;0
9;79;0;398;49;11;1
68;77;36;410;37;42;1
17;75;-3;418;24;16;1
-27;70;-16;294;42;15;1
-10;47;-5;223;45;14;1
-10;46;-6;229;26;17;1
-13;69;-9;296;9;23;1
-4;51;-1;233;45;11;1
-22;70;-8;310;30;14;1
12;74;4;430;100;12;1
-15;71;-3;292;44;12;1
-25;66;-9;300;26;11;1
-17;44;-8;229;28;12;1
0;47;-4;211;26;21;1
3;82;-8;302;39;32;1
0;46;-2;225;31;20;1
-19;67;-5;292;40;16;1
5;70;-2;418;45;15;0
-5;70;2;302;61;18;0
-22;64;-4;318;23;11;0
-15;49;-9;221;32;10;0
-9;51;-5;231;47;11;0
-22;67;-7;306;64;14;0
-13;47;-7;243;22;11;0
-26;66;-9;284;27;13;0
6;62;2;402;33;21;0
-16;86;-9;312;48;6;0
-9;81;-5;300;35;13;0
-15;49;-7;221;85;7;0
-8;49;-5;195;46;13;0
4;81;0;292;55;25;0
4;52;1;205;50;19;0
-9;78;-4;276;21;19;0
8;62;0;406;26;24;0
-22;75;-9;288;33;8;0
-9;77;-3;312;23;15;0
-1;49;-14;227;27;32;0
3;59;0;189;22;13;0
-5;81;-9;318;45;24;0
3;56;5;229;29;10;0
84;76;98;288;25;14;0
9;68;5;414;42;15;0
12;82;14;306;23;17;0
-7;87;-5;280;58;9;0
-7;51;-5;215;41;14;0
-8;51;-7;209;52;16;0
-3;89;-7;290;12;19;0
0;54;-1;209;29;14;0
12;99;-8;302;41;27;0
8;74;-2;414;45;15;0
3;95;-6;294;45;16;0
-9;89;-5;294;50;6;0
3;58;-10;221;21;24;0
10;66;-6;231;52;19;0
4;92;-9;308;44;26;0
22;60;0;217;44;30;0
20;85;4;298;60;39;0
8;81;-4;394;51;13;1
37;64;35;412;18;18;1
8;70;5;406;56;14;1
7;55;6;199;33;12;1
2;55;-3;225;42;16;1
-6;85;-5;270;15;16;1
11;54;6;217;17;18;1
4;91;3;316;29;15;1
-3;63;0;404;21;11;1
-8;86;-5;308;29;11;1
-1;95;-5;288;13;11;1
-9;53;-9;217;35;15;1
7;58;-8;203;49;27;1
21;90;12;294;9;25;1
33;60;23;231;34;19;1
25;109;6;302;40;20;1
19;75;2;412;21;19;0
8;94;-2;268;23;18;0
-12;83;-6;316;42;9;0
-21;45;-12;197;22;8;0
-13;46;-7;213;24;13;0
5;89;-6;298;24;28;0
-3;47;-4;207;29;17;0
-11;92;-17;276;65;18;0
9;71;-2;404;99;19;0
-20;75;-5;302;28;8;0
-14;82;-6;298;30;8;0
-14;44;-3;217;106;10;0
-18;46;-7;225;30;9;0
5;81;11;298;35;15;0
63;46;73;219;37;14;0
1;82;-3;310;69;25;0
-3;66;-4;400;50;14;0
-7;84;-6;278;25;14;0
-11;82;-5;284;22;10;0
-7;48;-10;197;25;21;0
-5;51;3;211;40;8;0
25;94;14;306;51;22;0
-3;51;-4;215;19;13;0
30;90;23;310;35;24;0
2;68;2;412;23;12;0
-13;81;-8;304;49;13;0
-17;75;-5;312;26;8;0
-10;46;-4;207;18;13;0
-8;47;-8;233;53;19;0
-3;78;-6;296;62;26;0
-7;49;-5;183;57;12;0
-3;79;-1;306;26;20;0
9;66;-4;398;37;27;0
-18;72;-7;290;47;12;0
-22;67;-4;274;50;8;0
-23;48;-13;225;16;7;0
-7;52;-5;213;72;13;0
-7;55;-9;213;55;15;0
12;99;19;699;34;12;1
69;92;54;450;20;21;0
1;94;-5;456;55;14;1
15;102;0;480;33;18;1
-3;79;-3;472;20;24;0
-14;77;-4;466;42;13;0
8;91;1;448;28;19;0
-11;79;-5;448;46;14;0
-8;76;-2;444;40;21;0
-8;79;0;446;32;14;1
-9;75;-4;454;71;14;1
-10;81;-4;454;40;12;0
33;100;19;470;43;22;0
-6;89;-6;454;62;10;0
-13;75;-4;468;46;15;0
-7;76;4;446;30;13;0
3;87;5;446;52;13;1
-1;90;-2;472;36;15;1
1;93;-4;462;30;16;0
66;98;-1;452;24;79;0
13;77;18;444;20;17;0
21;98;-7;460;61;36;0
-5;83;-5;434;26;18;0
7;99;-2;452;36;15;1
78;93;32;462;62;17;1
-10;84;-6;436;25;12;0
-8;79;-5;432;78;19;0
2;78;6;450;31;14;0
-9;72;-3;452;78;15;0
14;87;-4;440;27;34;0
-9;91;0;661;45;13;0
-5;100;-4;671;28;17;1
-24;93;-8;677;22;10;1
-11;97;-3;677;34;15;0
-2;101;-5;681;30;19;0
-3;104;-3;679;39;19;0
-11;102;-5;671;28;13;0
-4;104;0;647;70;13;0
-12;102;-5;693;18;11;1
-12;99;-5;671;39;13;1
-10;98;-2;685;39;16;0
10;110;-5;653;27;29;0
-19;93;-5;645;28;12;0
-3;99;0;677;37;19;0
-10;98;-3;661;78;16;0
-8;107;-5;677;29;12;1
0;113;-2;667;52;13;1
-4;99;-4;701;37;12;0
-15;99;-5;669;55;11;0
-16;95;-5;657;49;14;0
-13;98;-1;679;50;12;0
-14;95;-5;661;37;15;0
-17;92;-4;669;32;13;1
-13;93;-5;689;60;19;1
-14;100;-4;661;38;11;0
3;106;-8;681;35;29;0
-7;104;-5;657;77;16;0
-11;95;-2;657;21;17;0
4;106;-1;657;35;22;0
8;90;-3;440;50;15;0
-4;78;-4;440;36;15;0
6;81;-4;460;12;22;0
0;90;-5;452;45;11;0
-4;85;-8;464;39;12;0
-3;78;0;434;13;11;0
-13;74;-5;442;54;9;0
-14;70;-6;450;33;12;0
4;82;0;452;45;16;0
11;84;0;444;34;20;0
-3;81;-5;460;36;14;0
3;77;-6;456;54;24;0
-7;79;-5;458;16;11;0
-2;76;-6;452;31;21;0
14;94;-5;464;30;22;0
-1;84;-5;436;58;16;0
6;92;-5;454;41;16;0
-5;78;-5;432;48;14;0
-3;81;-5;438;52;16;0
4;76;-8;456;15;26;0
-2;81;-5;468;75;17;0
30;83;20;446;15;31;0
6;93;-7;442;35;24;1
74;78;86;458;40;15;0
-10;79;-1;450;46;13;0
4;84;3;448;41;19;0
-17;78;-6;460;47;11;0
-17;76;-5;444;30;12;1
77;72;98;472;45;12;1
-13;72;0;462;20;12;0
-7;76;-1;452;26;17;0
2;89;5;448;50;10;0
-3;71;-6;472;42;27;0
9;72;19;452;44;16;0
9;83;-5;450;36;36;1
0;72;15;456;25;14;1
-11;72;-5;470;34;20;0
101;74;122;466;45;13;0
0;79;8;460;34;15;0
20;91;8;458;88;26;0
48;84;40;460;26;32;0
4;75;11;466;40;20;0
-20;74;-5;464;36;11;0
39;76;57;456;31;10;0
-18;71;-1;472;45;10;0
97;193;102;1563;48;31;0
-20;201;-4;1543;38;13;1
-19;206;-7;1563;42;14;1
28;208;25;1541;48;16;0
9;213;-3;1551;27;36;0
24;235;7;1557;47;21;0
-6;219;-4;1535;44;14;0
3;206;-10;1555;84;45;0
1;228;-9;1535;25;21;1
-14;205;0;1563;41;12;1
-20;208;-9;1563;30;16;0
48;235;16;1557;61;27;0
-6;216;-4;1559;44;17;0
-29;193;-8;1553;37;16;0
-5;208;-4;1549;25;25;0
-12;214;-7;1529;32;15;1
26;229;-1;1545;54;42;1
-15;208;2;1553;19;10;0
-6;222;-3;1535;62;13;0
-5;210;-9;1559;46;22;0
-9;214;-4;1535;28;17;0
-9;213;-3;1565;23;15;0
-15;212;-7;1553;51;16;1
-14;199;-6;1579;62;22;1
18;213;-5;1549;41;49;0
33;238;-5;1563;44;46;0
-2;220;-4;1555;19;15;0
-11;205;5;1573;41;12;0
-7;222;-4;1547;43;14;0
-12;212;-1;1561;41;13;0
-4;196;16;1565;19;16;0
-18;207;-2;1567;33;13;0
25;238;-5;1577;31;37;1
-15;208;-5;1563;54;16;0
-27;202;-9;1539;51;11;0
2;214;0;1545;12;23;0
4;233;-6;1587;39;19;0
-20;201;-8;1561;27;16;0
-14;200;0;1545;20;15;1
3;208;7;1533;50;25;1
8;213;-1;1565;25;33;0
58;223;54;1565;48;24;0
-3;208;8;1547;43;17;0
10;223;15;1545;29;12;0
2;89;8;649;25;26;0
-9;100;2;665;38;11;1
100;87;73;697;24;72;1
30;98;14;655;41;31;0
8;100;-4;669;34;20;0
-9;95;2;691;41;15;0
-1;90;14;699;34;15;0
7;104;7;679;11;17;0
6;93;-5;679;31;41;1
4;94;12;663;67;19;1
21;107;24;655;59;15;0
-8;98;0;683;32;15;0
11;93;16;677;33;23;0
20;98;22;665;45;22;0
0;102;5;673;74;15;0
18;97;23;659;36;19;1
-9;104;-1;671;29;11;1
20;104;0;663;74;42;0
-4;97;-1;665;47;20;0
1;94;4;651;33;26;0
25;91;45;689;27;11;0
-9;94;-5;697;38;21;0
71;92;80;697;51;23;1
37;85;41;671;24;33;1
-4;99;3;663;27;15;0
-9;102;-4;683;12;14;0
2;100;6;671;12;18;0
-3;98;4;665;26;18;0
17;101;21;633;49;19;0
44;221;41;1541;38;19;0
28;92;40;665;24;15;0
74;91;89;681;73;17;1
72;102;81;671;55;15;0
-3;104;-5;665;30;15;0
34;101;31;665;45;24;0
0;97;1;661;23;22;0
-4;99;-3;693;37;20;0
-3;91;12;663;56;15;1
20;95;31;663;13;14;1
54;105;65;671;40;9;0
17;104;12;679;50;16;0
31;90;51;661;33;12;0
24;95;34;679;16;16;0
16;104;10;675;46;26;0
12;94;15;689;29;24;1
16;105;1;655;21;35;1
9;106;-8;665;53;30;0
20;98;23;657;22;21;0
28;94;22;671;80;15;0
13;99;12;669;54;23;0
-5;91;-5;647;100;17;0
-5;93;1;675;79;18;1
3;105;-3;657;23;12;0
-13;97;-6;687;39;18;0
-8;99;-6;663;58;22;0
-9;99;-2;669;49;15;0
-5;106;-2;667;21;13;0
-9;49;-6;266;46;14;0
-13;51;-5;276;23;10;1
-1;46;2;274;25;12;0
-5;47;-3;256;36;16;0
-16;45;-9;266;21;12;0
-9;49;-7;284;37;13;0
-14;47;-8;276;81;11;1
-13;45;-6;270;60;10;0
-6;49;-8;272;42;20;0
-8;48;-7;258;20;14;0
3;60;-2;282;68;14;0
-6;44;-3;268;40;18;0
-10;48;-3;276;30;9;1
-9;47;-5;284;24;11;1
-10;46;-4;298;53;12;0
-5;53;-5;258;57;15;0
-3;52;-4;270;83;17;0
-4;49;-3;252;103;15;0
42;68;20;288;12;29;0
12;64;0;256;19;18;1
-13;48;-5;292;31;10;0
-3;47;-3;280;64;14;0
-9;47;-8;270;66;16;0
-8;47;-6;274;25;16;0
-1;48;-6;274;42;23;0
-3;49;0;272;42;14;0
-13;48;-5;278;20;10;1
21;60;-5;278;26;37;1
68;53;64;264;31;23;0
-7;46;-3;268;39;18;0
5;51;0;276;18;17;0
-10;46;-5;286;15;14;0
8;45;-5;288;70;28;0
-4;45;-5;278;30;13;1
-9;47;-4;284;32;16;1
-9;47;-5;260;83;11;0
-1;45;-1;266;50;16;0
-3;51;-5;270;60;12;0
14;61;-6;286;36;26;0
-14;44;-5;276;30;12;0
1;45;-2;276;29;24;1
-1;48;-5;272;49;21;1
6;47;-5;280;61;29;0
2;53;-5;270;30;25;0
4;53;-5;266;42;24;0
-3;54;-5;284;22;18;0
2;56;-6;276;20;21;1
37;66;11;268;38;27;1
-14;47;-7;270;60;12;0
-14;46;-5;276;37;11;0
-5;48;-1;256;28;16;0
48;48;41;294;34;20;0
31;53;29;276;47;26;0
35;48;44;270;15;13;1
48;61;18;266;45;50;1
64;48;59;282;74;35;0
4;46;9;268;21;20;0
-20;45;-5;274;32;14;0
-8;48;-5;268;51;13;0
18;47;14;272;54;12;0
-3;48;-3;266;20;26;1
-7;45;10;250;58;16;0
7;45;11;280;37;28;0
20;53;28;264;23;20;0
14;55;24;270;23;12;0
-18;44;-4;282;26;12;0
-5;47;-3;262;69;22;1
-8;47;-5;286;60;29;1
-2;54;-4;278;68;19;0
95;49;98;272;63;29;0
-4;55;-3;284;48;23;0
8;51;-5;280;19;25;0
9;69;2;292;17;17;0
-6;56;-2;274;37;19;1
3;78;-4;282;27;13;1
-1;49;5;272;25;16;0
20;49;23;270;29;25;0
-7;46;-3;288;35;27;0
23;48;28;274;10;27;0
-12;48;-3;282;65;12;0
-7;91;-1;673;29;19;0
37;100;28;669;19;23;0
-10;107;-5;659;18;9;0
28;102;30;681;47;16;0
24;97;31;639;49;19;0
-14;98;-5;665;42;13;0
50;93;57;661;49;26;1
2;114;-3;667;10;13;0
-13;91;-1;655;77;14;0
10;93;17;661;52;21;0
0;107;-4;659;63;21;0
-9;98;-8;671;97;22;1
6;110;6;657;61;14;1
-4;101;-6;659;35;25;0
63;93;67;677;29;29;0
-12;95;-3;667;20;11;0
-9;97;-2;671;29;17;0
3;89;-4;663;23;40;0
-13;92;-5;667;67;20;1
-12;90;7;661;70;10;1
3;100;7;661;20;12;0
-6;106;-5;653;27;14;0
28;89;34;669;29;26;0
11;98;12;671;26;24;0
90;104;100;671;50;13;0
34;54;16;276;26;39;0
22;52;30;278;20;10;1
21;46;9;276;75;32;0
4;45;3;270;38;17;0
24;48;28;268;27;17;0
-12;48;-7;258;28;14;0
-8;47;-6;274;26;18;0
-14;45;-6;278;47;13;1
-4;46;0;276;29;15;1
-2;46;6;282;23;14;0
6;46;-5;274;45;34;0
7;52;-5;256;70;29;0
-3;48;5;272;26;10;0
-2;48;-4;276;23;20;0
49;47;59;270;11;17;1
-13;46;-6;292;73;15;1
-11;47;-7;272;50;17;0
10;58;-8;294;39;28;0
65;51;66;278;66;22;0
18;58;6;294;24;19;0
2;63;-5;278;35;16;1
15;59;2;286;47;28;1
-14;46;-7;298;38;14;0
-10;47;-5;282;54;15;0
30;48;33;280;27;21;0
-10;46;-1;274;18;12;0
-10;45;2;268;44;12;0
43;78;38;432;80;23;0
47;106;0;444;24;47;1
35;82;30;466;30;20;1
57;76;65;446;45;15;0
-8;79;-4;448;40;11;0
-3;84;-5;450;22;12;0
13;91;9;456;23;12;0
-9;78;-2;448;26;9;0
-9;74;1;450;29;10;1
-3;82;-3;428;65;13;1
-13;78;-10;438;21;10;0
-14;76;-7;460;25;10;0
42;81;41;436;74;20;0
-3;76;3;452;45;12;0
21;75;25;444;61;17;0
-14;70;-3;458;37;11;1
-5;84;-3;450;36;10;1
-1;85;-4;436;59;14;0
46;71;32;466;18;40;0
-5;78;-4;462;45;16;0
111;93;113;462;26;10;0
-7;84;-5;456;79;11;0
105;114;75;450;24;25;1
-9;78;-5;466;43;12;0
-11;78;-5;450;65;11;0
2;77;5;456;28;14;0
6;75;9;442;25;14;0
71;125;-5;472;38;65;0
-2;85;-2;448;58;11;0
-2;83;-5;450;25;13;1
1;90;-5;464;45;9;1
2;77;-3;448;29;21;0
11;70;-2;426;45;14;0
16;74;-5;450;59;33;0
-4;77;1;452;51;11;1
-9;77;-7;450;29;14;1
-3;75;-2;446;48;16;0
-5;81;-8;456;28;15;0
-6;74;-1;462;36;14;0
-6;76;-3;446;75;11;1
-4;81;-6;458;51;15;1
-9;74;-2;444;32;13;0
-9;76;-7;452;40;13;0
-8;78;-6;464;19;13;0
13;86;0;460;49;20;0
-2;83;-3;456;26;12;0
-3;77;-4;462;24;14;1
6;89;-3;456;22;12;1
0;86;-3;460;74;12;0
-11;71;-9;440;34;20;0
73;74;79;450;33;18;0
-14;70;-5;436;39;13;0
-9;69;-4;424;41;18;0
9;54;7;272;43;15;0
-25;49;-11;262;33;11;1
20;56;13;302;24;26;1
9;45;18;282;18;19;0
-15;48;-5;280;26;12;0
86;49;99;260;46;16;0
0;47;-3;264;87;26;0
-9;47;-7;264;46;13;0
0;47;-2;286;44;16;1
-3;46;-2;290;53;28;1
-16;45;1;274;56;11;0
-5;46;-4;272;56;13;0
19;53;19;268;60;23;0
6;49;-5;280;40;24;0
20;44;23;270;36;25;0
-26;46;-8;270;15;10;1
-16;47;-5;282;60;11;1
20;49;32;268;42;16;0
44;52;59;278;56;9;0
15;49;-5;280;30;41;0
-16;51;-5;294;48;11;0
11;52;1;272;13;37;0
-10;56;-4;276;24;10;1
43;48;57;280;31;14;1
-17;47;-5;284;47;13;0
-18;44;-8;270;22;20;0
-2;47;-2;284;41;24;0
-15;46;-7;276;26;16;0
3;52;-6;260;59;34;0
-3;86;-4;434;84;13;0
88;86;75;452;44;33;1
29;75;37;464;41;20;0
-9;77;-4;448;27;17;0
25;87;20;462;51;21;0
-17;75;-6;452;37;12;0
101;75;117;470;48;16;1
-3;79;4;452;26;14;1
-9;74;-5;466;43;20;0
34;79;20;450;60;30;0
-1;84;-2;460;33;16;0
-18;68;-1;440;27;13;0
11;72;18;446;44;19;0
-6;79;-5;470;60;22;1
20;74;23;450;26;24;1
13;75;0;428;33;40;0
114;79;88;438;56;57;0
5;84;-5;466;25;30;0
21;100;2;448;24;26;0
48;86;47;472;27;20;0
6;79;-5;466;29;32;0
-16;76;-6;450;48;14;0
-6;81;-4;444;43;19;0
-11;74;-4;464;51;17;0
37;81;40;460;21;22;0
17;199;39;1553;33;15;0
43;197;66;1557;37;17;0
-6;227;-5;1587;64;16;0
-20;213;-6;1561;97;11;1
9;214;-5;1559;31;44;1
15;220;-1;1541;44;39;0
-22;201;-1;1543;16;14;0
-19;206;-1;1557;25;11;0
0;215;7;1571;35;15;0
-3;210;-3;1571;68;24;0
20;215;7;1541;51;30;1
96;184;109;1545;31;44;1
67;220;50;1557;45;37;0
-5;219;-5;1547;32;16;0
-10;208;-3;1535;24;21;0
0;225;-4;1545;51;22;0
46;192;77;1549;52;12;0
113;201;129;1557;24;25;1
54;194;61;1569;47;21;0
24;223;-3;1531;40;46;0
20;220;7;1551;25;21;0
-6;204;8;1557;54;18;0
116;206;129;1557;35;25;0
-1;228;-1;1551;56;16;1
-2;208;-6;1571;54;18;0
87;232;56;1555;65;44;0
94;198;124;1537;72;14;0
15;209;26;1547;17;20;0
41;237;23;1525;37;24;0
-14;201;-4;1567;19;10;1
34;243;13;1565;39;28;0
-9;200;5;1547;64;21;0
2;213;5;1567;22;20;0
21;206;11;1545;30;24;0
11;202;34;1543;67;12;1
-14;193;5;1559;33;22;1
25;223;-5;1535;16;41;0
59;224;46;1547;41;28;0
19;238;3;1549;65;19;0
59;205;83;1563;52;10;0
37;243;5;1525;44;41;0
15;81;14;462;83;19;0
43;79;46;450;19;16;1
38;76;34;456;11;26;0
-7;79;-4;444;28;13;0
24;78;30;466;74;11;0
-14;79;-8;458;25;8;0
1;77;-4;462;46;21;0
-15;72;-5;458;121;9;0
51;72;40;456;10;38;0
37;85;1;462;14;54;0
11;71;23;460;51;12;0
-12;75;-7;458;72;15;0
-3;79;-2;462;22;13;1
37;76;49;456;36;9;0
54;87;59;458;28;10;0
32;75;35;454;55;21;0
20;91;-2;470;26;27;0
43;89;40;460;41;13;0
43;97;20;460;25;31;1
13;79;10;468;21;22;0
75;79;83;432;52;10;0
5;74;3;452;14;21;0
10;82;0;450;30;23;0
-3;192;14;1585;35;20;0
-4;229;-4;1567;46;11;1
31;196;1;1543;37;75;0
24;254;0;1557;83;16;0
2;221;1;1573;42;15;0
9;206;16;1571;43;12;0
-3;225;-5;1543;30;13;1
-3;221;-3;1547;31;17;1
43;237;31;1569;30;16;0
-7;196;2;1563;31;21;0
-13;205;-3;1551;22;20;1
11;210;-5;1545;32;45;1
26;232;0;1555;52;37;0
4;221;-1;1551;42;18;0
37;227;5;1561;22;45;0
0;229;-5;1555;60;16;0
6;209;-5;1557;28;37;0
-18;205;-5;1571;19;15;1
-3;221;-1;1555;56;15;1
0;217;-4;1545;19;19;0
26;244;-1;1547;22;22;0
-17;213;-14;1543;17;19;0
30;189;53;1569;39;22;0
-4;206;-1;1547;19;18;0
-20;210;-4;1561;49;9;1
43;221;34;1555;20;31;1
-8;210;0;1545;42;15;0
-9;217;-8;1541;42;17;0
-14;208;-8;1559;47;20;0
84;205;102;1557;37;15;0
5;205;5;1545;34;24;1
-26;196;-8;1537;15;17;1
3;206;-7;1549;34;38;0
-6;220;-5;1573;51;17;0
0;220;4;1563;25;12;0
-13;200;-5;1549;28;23;0
32;231;20;1575;40;23;0
20;54;18;280;22;20;0
9;47;15;278;9;17;1
36;46;37;260;38;22;0
2;48;-1;282;16;24;0
55;46;61;280;24;17;0
40;49;31;282;22;27;0
0;45;3;284;35;22;0
57;46;62;266;26;15;1
9;49;5;258;67;29;1
116;41;128;278;86;21;0
-14;45;-6;254;34;15;0
3;52;2;276;77;17;0
53;46;57;294;11;21;0
27;45;12;266;35;33;0
3;46;0;258;23;21;1
-8;48;-5;286;97;12;1
12;49;7;288;45;22;0
74;53;79;300;16;16;0
63;49;60;258;43;27;0
7;59;0;254;28;21;0
26;58;0;268;51;39;0
1;61;-2;278;27;12;1
-1;49;-2;274;21;18;0
23;48;7;276;25;40;0
1;51;-1;282;32;17;0
6;46;-6;276;43;25;0
7;49;-5;278;54;28;0
-25;252;-6;2110;26;13;0
-11;256;-4;2100;36;18;1
3;239;21;2096;44;25;1
15;271;13;2118;38;21;0
-20;260;-5;2098;31;9;0
7;278;-5;2102;53;20;0
9;286;-4;2114;43;15;0
-9;262;-2;2096;28;15;0
-12;266;-5;2112;38;12;1
45;269;35;2098;25;29;1
-7;273;-6;2094;34;18;0
48;284;44;2094;77;14;0
-17;261;-5;2092;12;12;0
-6;254;8;2122;61;17;0
24;291;5;2106;32;19;0
-3;277;-3;2100;80;10;1
-13;262;-2;2108;53;14;1
33;258;49;2084;45;15;0
-6;269;-9;2114;46;18;0
-9;268;-1;2112;33;10;0
48;275;34;2104;29;32;0
-20;255;-4;2088;25;12;0
-18;260;-7;2108;29;12;1
-11;259;-4;2100;21;17;1
-4;273;-5;2124;64;17;0
-4;279;-5;2098;42;13;0
-16;263;-5;2100;34;11;0
-20;261;-6;2120;25;9;0
-9;271;-4;2110;28;10;0
-29;191;-6;1539;17;9;0
-14;196;2;1565;63;13;1
6;187;-5;1563;78;48;1
-3;208;-1;1557;50;19;0
5;212;-1;1561;30;21;0
3;225;-5;1553;42;15;0
-6;214;-8;1579;33;16;0
-6;217;-9;1545;28;15;0
-2;212;-2;1575;37;16;1
-19;204;-6;1553;40;11;1
-1;213;-8;1561;28;19;0
-7;221;-7;1535;35;9;0
50;184;74;1561;48;17;0
-10;205;-2;1551;29;16;0
18;215;15;1561;29;20;0
3;227;-5;1535;43;13;1
4;212;-1;1561;76;20;1
3;216;-4;1531;12;20;0
-1;213;-5;1555;54;18;0
-10;207;-5;1541;21;13;0
-16;205;-5;1559;37;10;0
-13;202;-2;1557;31;10;0
-12;204;-1;1569;58;13;1
-26;192;-5;1575;54;10;1
15;219;8;1547;30;18;0
4;221;-4;1555;26;17;0
-7;201;-2;1557;27;20;0
-9;205;-5;1561;12;14;0
0;221;-1;1535;22;11;0
8;261;0;2108;37;41;0
-30;245;-3;2094;28;14;1
-3;248;22;2106;24;15;1
-17;251;0;2106;42;18;0
-3;275;0;2088;22;13;0
3;279;0;2104;54;16;0
15;294;-1;2100;26;17;0
-19;259;-5;2084;27;17;0
-18;261;-5;2098;99;18;1
-4;265;6;2104;25;14;1
-16;267;-5;2090;37;12;0
53;293;35;2116;38;22;0
-6;283;-10;2088;15;17;0
5;281;5;2112;31;15;0
-24;258;-5;2098;42;10;0
2;277;-5;2110;55;23;1
-9;270;-1;2102;47;12;1
-12;266;-6;2122;30;14;0
0;273;-6;2100;14;25;0
-15;269;-4;2126;33;11;0
-12;262;-2;2100;27;16;0
-14;266;-5;2120;83;15;0
-13;261;0;2106;25;14;1
-22;253;-5;2096;46;15;1
-33;244;-8;2110;26;15;0
-8;278;-8;2114;18;16;0
-8;275;-5;2088;45;13;0
-17;265;-7;2090;20;15;0
-9;274;-6;2104;94;16;0
2;262;-1;2122;26;30;0
38;245;63;2112;52;21;1
106;246;49;2108;11;116;1
31;250;41;2110;32;30;0
-9;269;-2;2126;26;14;0
6;276;6;2112;9;19;0
-11;261;3;2120;92;15;0
85;255;85;2106;37;40;0
-6;268;-5;2112;24;23;1
7;270;9;2094;47;20;1
9;266;5;2096;35;22;0
-1;281;-4;2096;45;15;0
6;276;-8;2094;20;33;0
30;260;41;2110;50;18;0
5;270;4;2114;45;24;0
-9;268;-5;2092;30;16;1
2;286;-4;2096;58;14;1
-7;266;1;2112;42;15;0
-23;253;-5;2112;20;13;0
14;271;5;2124;18;32;0
34;261;49;2104;21;16;0
-13;260;-6;2116;42;19;1
40;259;27;2136;49;36;1
-31;245;-5;2116;56;11;0
-7;274;-2;2100;31;14;0
-3;277;-8;2106;32;21;0
-17;259;-2;2122;59;16;0
25;279;25;2130;18;13;0
35;92;20;474;53;30;0
57;89;61;446;42;10;1
59;74;56;462;20;33;0
-2;77;-4;450;17;26;0
19;77;28;464;18;15;0
51;84;41;456;31;34;0
-7;79;-9;446;14;20;1
19;71;4;456;29;49;1
3;72;15;456;21;16;0
-11;76;-4;448;38;18;0
3;84;-4;462;41;25;0
3;75;9;462;50;20;0
-6;76;-7;440;59;25;0
-8;76;-7;468;24;24;1
-6;74;0;454;26;21;0
